nombre_escenario,direccion,barrio,latitud,longitud
Muros de Escalar Unidad Deportiva MarÃ­a Luisa Calle,CARRERA 70    1    200,Parque Juan Pablo II,6.21279,-75.59347
Escenario Multiproposito Nuevas Tendencias Deportivas,CARRERA 70    16    04,Parque Juan Pablo II,6.22144,-75.59229
Cancha de fÃºtbol en arenilla El Hormiguero,CALLE 34    36,El Salvador,6.23391,-75.56455
Gimnasio al aire libre Unidad Deportiva de BelÃ©n AndrÃ©s Escobar Saldarriaga,CARRERA 66 B   30 A   49,Rosales,6.23287,-75.58732
Gimnasio al aire libre Aliadas,CARRERA 84 F   18    20,La Gloria,6.22183,-75.60871
Gimnasio al aire libre Buenavista,CALLE 18 A   88    15,Altavista,6.22405,-75.60258
Gimnasio al aire libre JoaquÃ­nillos El Hueco,CARRERA 81    1   SUR 90,El RincÃ³n,6.26418,-75.59739
Cancha de fÃºtbol en arenilla El Vergel de Los Cerros,CALLE 34    36,El Salvador,6.23391,-75.56455
Cancha de fÃºtbol en arenilla La Esmeralda,CALLE 30    32,Asomadera NÂº 1,6.22967,-75.56831
Gimnasio al aire libre La Capilla,CALLE 6   SUR 80 A C  13,La Hondonada,6.20603,-75.60441
Cancha de fÃºtbol en grama sintÃ©tica Desarrollo Deportivo Integral Alejandro EchavarrÃ­a,CARRERA 14 C   49    22,Alejandro Echevarria,6.23363,-75.54215
Gimnasio al aire libre N 1 La Palma - Altavista Parte Baja,CARRERA 83    21    36,Altavista Central (Altavista),6.2363,-75.606
Cancha de fÃºtbol en grama sintÃ©tica EstaciÃ³n Miraflores,CALLE 51    26 A,Alejandro Echevarria,6.2412,-75.54953
Gimnasio al aire libre N 2 La Palma - Altavista Parte Baja,CARRERA 83    21    36,Altavista Central (Altavista),6.2363,-75.606
Cancha de fÃºtbol en grama sintÃ©tica Unidad Deportiva Miraflores,CARRERA 26 A   49 A   110,Alejandro Echevarria,6.24,-75.54952
Pista multipropÃ³sito Juan Pablo II,CARRERA 70    16    04,Parque Juan Pablo II,6.22144,-75.59229
Cancha de microfÃºtbol El Ãvila,CARRERA 30    38 A,Loreto,6.26373,-75.54302
Gimnasio al aire libre Las Playas,CALLE 10    72    60,Las Playas,6.2122,-75.57395
Cancha de microfÃºtbol Los Cerros N 1,CARRERA 14 A   46,Los Cerros El Vergel,6.23274,-75.54198
Gimnasio al aire libre Las Violetas,CARRERA 89    31 C,Las Violetas,6.23407,-75.61297
Cancha de minifÃºtbol Las Azaleas,CALLE 47    27,Miraflores,6.2427,-75.56126
Gimnasio al aire libre Los Alpes,CALLE 30    84    23,Los Alpes,6.23119,-75.60746
Cancha de tejo La Esmeralda,CALLE 30    32,Asomadera NÂº 1,6.22967,-75.56831
Gimnasio al aire libre Nueva Villa de Aburra,CALLE 32 E   81 A   82,Nueva Villa de AburrÃ¡,6.23722,-75.60471
Cancha de vÃ³leibol La Milagrosa,CARRERA 29    41,La Milagrosa,6.235,-75.55478
Pista de Trote Juan Pablo II,CARRERA 70    16    04,Parque Juan Pablo II,6.22144,-75.59229
Cancha de vÃ³leibol Los Cerros N 1,CARRERA 14 A   46,Los Cerros El Vergel,6.23274,-75.54198
Gimnasio al aire libre Preventorio de BelÃ©n,CARRERA 77    25    0,San Bernardo,6.22776,-75.59746
Piscina semiolÃ­mpica La Asomadera,CARRERA 38 C   39 B   20,San Diego,6.23601,-75.56501
Gimnasio al aire libre Unidad Deportiva BelÃ©n RincÃ³n,CARRERA 76 A   1 C   05,El RincÃ³n,6.21257,-75.6
Piscina recreativa La Asomadera,CARRERA 38 C   39 B   20,San Diego,6.23601,-75.56501
Gimnasio al aire libre Carlos E Restrepo,CALLE 57    63,Carlos E. Restrepo,6.25477,-75.56463
Gimnasio al aire libre Cuatro Vientos Los Colores,CALLE 54 A   77 C   78,Los Colores,6.26691,-75.59185
Gimnasio al aire libre Pinocho,CALLE 45 E   77    77,El VelÃ³dromo,6.25318,-75.59537
Gimnasio al aire libre El TriÃ¡ngulo,CALLE 40    63 C   65,Los Conquistadores,6.24143,-75.57468
Cancha polideportiva Bomberos,CALLE 46    37    04,BombonÃ¡ NÂº 1,6.242,-75.56025
Cancha polideportiva CastellÃ³n de San Diego,CARRERA 41    28,San Diego,6.22672,-75.56663
Cancha polideportiva El Chagualo,CALLE 61    56 A   05,El Chagualo,6.26033,-75.57152
Cancha polideportiva La Asomadera,CARRERA 38 C   39 B   20,San Diego,6.23601,-75.56501
Cancha polideportiva La Minorista,CARRERA 57    57,El Chagualo,6.22828,-75.58146
Cancha polideportiva San Diego,CARRERA 38 C   39 B   20,San Diego,6.23601,-75.56501
Cancha polideportiva CorazÃ³n de JesÃºs,CALLE 46    61,CorazÃ³n de JesÃºs,6.25013,-75.57831
Cancha de baloncesto La Asomadera,CARRERA 38 C   39 B   20,San Diego,6.23601,-75.56501
Gimnasio al aire libre Laureles La Matea,CARRERA 80 B   34 A A  34,Las Acacias,6.24137,-75.60182
Cancha de fÃºtbol 7 en grama sintÃ©tica San Diego,CARRERA 38 C   39 B   20,San Diego,6.23601,-75.56501
Cancha de fÃºtbol en arenilla San Diego,CARRERA 38 C   39 B   20,San Diego,6.23601,-75.56501
Piscina infantil N 1 Complejo AcuÃ¡tico Unidad Deportiva Atanasio Girardot,CARRERA 70    48    193,Estadio,6.25362,-75.58777
Gimnasio al aire libre Intercambio Vial La 80 Los Colores,CALLE 60    80 A,San GermÃ¡n,6.25803,-75.56435
Piscina infantil N 3 Complejo AcuÃ¡tico Unidad Deportiva Atanasio Girardot,CARRERA 70    48    193,Estadio,6.25362,-75.58777
Piscina infantil N 4 Complejo AcuÃ¡tico Unidad Deportiva Atanasio Girardot,CARRERA 70    48    193,Estadio,6.25362,-75.58777
Gimnasio al aire libre Unidad Deportiva Atanasio Girardot,CALLE 47 D   75    106,Estadio,6.25474,-75.59272
Gimnasio al aire libre San Bernardo,CALLE 16    74    61,Las Playas,6.22222,-75.59646
Street workout Unidad Deportiva de BelÃ©n AndrÃ©s Escobar Saldarriaga,CARRERA 66 B   30 A   49,Rosales,6.23287,-75.58732
Pista challenger de Bicicross Antonio Roldan Betancur,CALLE 30 A   66 B   61,Rosales,6.23213,-75.58883
Cancha polideportiva BelÃ©n Las Playas,CARRERA 71 A   12    20,Las Playas,6.21958,-75.59403
Ludoteka Unidad Deportiva de BelÃ©n AndrÃ©s Escobar Saldarriaga,CARRERA 66 B   30 A   49,Rosales,6.23287,-75.58732
Piscina de enseÃ±anza N 1 Complejo AcuÃ¡tico Unidad Deportiva Atanasio Girardot,CARRERA 70    48    193,Estadio,6.25362,-75.58777
Zona de agility Coliseo Carlos Mauro Hoyos,CARRERA 70    16    04,Parque Juan Pablo II,6.22144,-75.59229
Street workout Unidad Deportiva Atanasio Girardot,CALLE 47 D   75    106,Estadio,6.25474,-75.59272
Ludoteka Centro de IntegraciÃ³n Cultural y Deportivo Loma de Los Bernal,CARRERA 83    5    25,La Loma de Los Bernal,6.23771,-75.6031
Pista multipropÃ³sito El TriÃ¡ngulo,CALLE 47 D   75    106,Estadio,6.25474,-75.59272
Pista de skate Unidad Deportiva Atanasio Girardot,CARRERA 70    48    193,Estadio,6.25362,-75.58777
Ludoteka Unidad Deportiva BelÃ©n RincÃ³n,CARRERA 76 A   1 C   05,El RincÃ³n,6.21257,-75.6
"Centro de PromociÃ³n de la Salud VelÃ³dromo MartÃ­n Emilio ""Cochise"" RodrÃ­guez,CALLE 47 D   75    276,Estadio,6.2563,-75.59374"
Centro de PromociÃ³n de la Salud Para La Discapacidad Estadio Atanasio Girardot,CARRERA 70    48    193,Estadio,6.25362,-75.58777
SalÃ³n de tiro deportivo y de arco N 1 Coliseo Carlos Mauro Hoyos,CARRERA 70    16    04,Parque Juan Pablo II,6.22144,-75.59229
Ludoteka Estadio de Futbol Atanasio Girardot,CARRERA 70    48    193,Estadio,6.25362,-75.58777
SalÃ³n de Hapkido Coliseo Carlos Mauro Hoyos,CARRERA 70    16    04,Parque Juan Pablo II,6.22144,-75.59229
SalÃ³n de Gimnasia Coliseo Carlos Mauro Hoyos,CARRERA 70    16    04,Parque Juan Pablo II,6.22144,-75.59229
SalÃ³n de Boxeo N 1 Coliseo Carlos Mauro Hoyos,CARRERA 70    16    04,Parque Juan Pablo II,6.22144,-75.59229
Cancha polideportiva cubierta Aliadas,CARRERA 84 C   15 A   75,La Gloria,6.22201,-75.60787
Cancha polideportiva Aliadas,CARRERA 84 F   18    20,La Gloria,6.22183,-75.60871
SalÃ³n de Sambo Coliseo Carlos Mauro Hoyos,CARRERA 70    16    04,Parque Juan Pablo II,6.22144,-75.59229
Cancha polideportiva cubierta Unidad Deportiva de BelÃ©n AndrÃ©s Escobar Saldarriaga,CARRERA 66 B   30 A   49,Rosales,6.23287,-75.58732
Cancha de tejo Coliseo Carlos Mauro Hoyos,CARRERA 70    16    04,Parque Juan Pablo II,6.22144,-75.59229
Gimnasio al aire libre N 2 Centralidad Altavista,CARRERA 105    18,Altavista,6.25662,-75.61992
Gimnasio al aire libre N 1 Centralidad Altavista,CARRERA 105    18,Altavista,6.25662,-75.61992
NÃºcleo recreativo Unidad Deportiva de BelÃ©n AndrÃ©s Escobar Saldarriaga,CARRERA 66 B   30 A   49,Rosales,6.23287,-75.58732
Gimnasio al aire libre Betania,CARRERA 106    33 B,Betania,6.25285,-75.61891
Cancha de Hockey N 1 Coliseo Carlos Mauro Hoyos,CARRERA 70    16    04,Parque Juan Pablo II,6.22144,-75.59229
Gimnasio al aire libre Aguas FrÃ­as,CALLE 31 A A  107    62,San Pablo,6.23399,-75.6258
Ludoteka San MartÃ­n,CALLE 64 B   106    60,Pajarito,6.25896,-75.55731
Ludoteka UVA Ciudadela Nuevo Occidente,CARRERA 103    64 B C  120,Pajarito,6.28182,-75.61263
Cancha polideportiva cubierta Campo Amor,CARRERA 58    7    157,Campo Amor,6.21457,-75.58516
Ludoteka Villa Suramericana La Aurora,CALLE 64    102 C   01,Pajarito,6.28082,-75.60458
Cancha polideportiva Buenavista,CALLE 18 A   88    15,Altavista,6.22405,-75.60258
Cancha polideportiva cubierta Respin,CALLE 8   SUR 50 E,Guayabal,6.20322,-75.60104
Cancha polideportiva La Colina El Bolo,CARRERA 55 B   12 A A SUR,La Colina,6.19909,-75.59559
Pista multipropÃ³sito Parque Conmemorativo El Socorro,CARRERA 108 A   48 C B  01,Antonio NariÃ±o,6.25659,-75.62216
Cancha polideportiva Desarrollo Deportivo Integral Loma de Los Bernal,CARRERA 84 B   4 A   90,La Loma de Los Bernal,6.2179,-75.60754
Cancha polideportiva La Colinita N 1,CALLE 11 A  SUR 53 E   54,La Colina,6.19985,-75.59281
Gimnasio al aire libre UVA Ciudadela Nuevo Occidente,CARRERA 103    64 B C  120,Pajarito,6.28182,-75.61263
Gimnasio Al Aire Unidad Deportiva San CristÃ³bal JosÃ© Lucrecio Barrera Cano,CARRERA 103 B   64    60,Pedregal,6.29762,-75.56727
Cancha polideportiva La Colinita N 2,CARRERA 55    10   SUR 02,La Colina,6.22768,-75.58005
Gimnasio al aire libre Roblemar,CR 119 62A - 18,San CristÃ³bal,6.27796,-75.62435
Cancha polideportiva cubierta Guayabal El Bolo,CALLE 12 A A SUR 55 B   02,La Colina,6.19909,-75.5956
Cancha polideportiva JoaquÃ­nillos El Hueco,CARRERA 81    1   SUR 90,El RincÃ³n,6.26418,-75.59739
Gimnasio al aire libre Pedregal Bajo,CARRERA 115    66,Pajarito,6.28205,-75.62266
Cancha polideportiva San Fernando,CARRERA 51 A   14   SUR,Guayabal,6.19436,-75.58953
Cancha polideportiva La Capilla,CALLE 6   SUR 80 A C  13,La Hondonada,6.20603,-75.60441
Cancha polideportiva San Rafael,CARRERA 53    10   SUR 12,La Colina,6.25516,-75.56918
Gimnasio al aire libre Palenque,CL 65A 143-80,San CristÃ³bal,6.28179,-75.64319
Gimnasio al aire libre La Loma - El Mandarino,CARRERA 120F # 55-40 0115,San CristÃ³bal,6.27262,-75.62574
Cancha polideportiva Santa Fe San Pablo,CALLE 22    59    50,Santa Fe,6.22441,-75.58312
Cancha polideportiva La Mota,CALLE 2 A   75 C   75,La Mota,6.21311,-75.59774
Bolera Suramericana Unidad Deportiva de BelÃ©n AndrÃ©s Escobar Saldarriaga,CARRERA 66 B   30 A   49,Rosales,6.23287,-75.58732
Cancha polideportiva Trinidad N 1,CALLE 23    65 B   105,Trinidad,6.22424,-75.5849
Pump Track Unidad Deportiva de BelÃ©n AndrÃ©s Escobar Saldarriaga,CARRERA 66 B   30 A   49,Rosales,6.23287,-75.58732
Cancha polideportiva Tenche,CALLE 29 C   55    50,Tenche,6.23052,-75.58024
Cancha polideportiva Trinidad,CARRERA 70    16    04,Parque Juan Pablo II,6.22144,-75.59229
Gimnasio al aire libre La Cumbre,CARRERA 143 # 68,San CristÃ³bal,6.28859,-75.6408
Cancha de baloncesto Betania Guayabal,CARRERA 56 B   9   SUR 16,La Colina,6.20142,-75.59544
Pista de atletismo Unidad Deportiva de BelÃ©n AndrÃ©s Escobar Saldarriaga,CARRERA 66 B   30 A   49,Rosales,6.23287,-75.58732
Cancha polideportiva La Nubia,CALLE 15 B   82 A   05,La Gloria,6.22163,-75.60419
Cancha de baloncesto Campo Amor,CARRERA 58    7    157,Campo Amor,6.21457,-75.58516
Cancha de baloncesto Trinidad N 1,CALLE 23    65 B   105,Trinidad,6.22424,-75.5849
Cancha polideportiva Las Mercedes,CALLE 32    84    33,Las Mercedes,6.23419,-75.60786
Cancha de baloncesto Trinidad N 2,CARRERA 65 D   25 A,Trinidad,6.2271,-75.58632
Pista alterna de bicicross Unidad Deportiva de BelÃ©n AndrÃ©s Escobar Saldarriaga,CARRERA 66 B   31    15,Rosales,6.23404,-75.58735
Cancha polideportiva Las Mercedes Violetas,CARRERA 87 A   31 C,Las Mercedes,6.23419,-75.61019
Cancha de baloncesto N 2 Unidad Deportiva MarÃ­a Luisa Calle,CARRERA 70    1    200,Parque Juan Pablo II,6.21279,-75.59347
Cancha de baloncesto N 1 Unidad Deportiva MarÃ­a Luisa Calle,CARRERA 70    1    200,Parque Juan Pablo II,6.21279,-75.59347
Gimnasio al aire libre Altos de la Virgen,CARRERA 102  CALLE 48F,San CristÃ³bal,6.25591,-75.61752
Cancha de fÃºtbol en grama sintÃ©tica Santa Elena,SANTA ELENA SECTOR CENTRAL,Santa Elena,6.24764,-75.56582
Fuentes interactivas UVA Ciudadela Nuevo Occidente,CARRERA 103    64 B C  120,Pajarito,6.28182,-75.61263
Cancha de fÃºtbol 7 en grama sintÃ©tica Trinidad N 1,CALLE 23    65 B   105,Trinidad,6.22424,-75.5849
Gimnasio al aire libre Palmitas Parque Central,CALLE 140 #193-619,San CristÃ³bal,6.24764,-75.56582
Cancha de fÃºtbol 7 en grama sintÃ©tica N 1 Unidad Deportiva MarÃ­a Luisa Calle,CARRERA 70    1    200,Parque Juan Pablo II,6.21279,-75.59347
Cancha polideportiva Los Alpes,CALLE 30    84    23,Los Alpes,6.23119,-75.60746
Cancha de fÃºtbol 7 en grama sintÃ©tica N 2 Unidad Deportiva MarÃ­a Luisa Calle,CARRERA 70    1    200,Parque Juan Pablo II,6.21279,-75.59347
Cancha polideportiva Isaac Gaviria Fosforito,CR 17C X CL 56F,Santa Elena,6.24675,-75.54073
Cancha polideportiva Rodeo Alto,CALLE 6 C  SUR 84 A   12,La Hondonada,6.20546,-75.60883
Cancha de fÃºtbol en grama natural N 1 Unidad Deportiva de BelÃ©n AndrÃ©s Escobar Saldarriaga,CARRERA 66 B   30 A   49,Rosales,6.23287,-75.58732
Cancha de fÃºtbol 7 en grama sintÃ©tica N 3 Unidad Deportiva MarÃ­a Luisa Calle,CARRERA 70    1    200,Parque Juan Pablo II,6.21279,-75.59347
Plazoleta multipropÃ³sito N 2 Unidad Deportiva de BelÃ©n AndrÃ©s Escobar Saldarriaga,CARRERA 66 B   30 A   49,Rosales,6.23287,-75.58732
Cancha polideportiva cubierta Unidad Deportiva BelÃ©n RincÃ³n,CARRERA 76 A   1 C   05,El RincÃ³n,6.21257,-75.6
Cancha de fÃºtbol en arenilla San Rafael,CALLE 9   SUR 52 B,La Colina,6.20114,-75.58932
Cancha de fÃºtbol en grama sintÃ©tica Cristo Rey,CARRERA 50 E   2   SUR 8,Cristo Rey,6.20465,-75.58246
Cancha polideportiva Unidad Deportiva BelÃ©n RincÃ³n,CARRERA 76 A   1 C   05,El RincÃ³n,6.21257,-75.6
Plazoleta multipropÃ³sito N 1 Unidad Deportiva de BelÃ©n AndrÃ©s Escobar Saldarriaga,CARRERA 66 B   30 A   49,Rosales,6.23287,-75.58732
Cancha de fÃºtbol en grama sintÃ©tica N 1 Desarrollo Deportivo Integral Campo Amor,CALLE 5    65 B   2,Parque Juan Pablo II,6.21286,-75.58721
Muro de escalar Unidad Deportiva BelÃ©n RincÃ³n,CARRERA 76 A   01 C   05,El RincÃ³n,6.21154,-75.59986
Coliseo Cubierto Santa Elena,SANTA ELENA SECTOR CENTRAL,Santa Elena,6.24764,-75.56582
Cancha polideportiva Villa CafÃ©,CALLE 27    89 D   18,Las Violetas,6.22904,-75.61185
Parque infantil Unidad Deportiva de BelÃ©n AndrÃ©s Escobar Saldarriaga,CARRERA 66 B   30 A   49,Rosales,6.23287,-75.58732
Cancha de fÃºtbol en grama sintÃ©tica N 2 Desarrollo Deportivo Integral Campo Amor,CALLE 5    65 B   2,Parque Juan Pablo II,6.21286,-75.58721
Piscina OlÃ­mpica Unidad Deportiva de BelÃ©n AndrÃ©s Escobar Saldarriaga,CARRERA 66 B   30 A   49,Rosales,6.23287,-75.58732
Cancha de baloncesto Cubierta N 1 Unidad Deportiva de BelÃ©n AndrÃ©s Escobar Saldarriaga,CARRERA 66 B   30 A   49,Rosales,6.23287,-75.58732
Piscina Preventorio de BelÃ©n,CARRERA 77    25    01,San Bernardo,6.22729,-75.59742
Cancha de Hockey Unidad Deportiva MarÃ­a Luisa Calle,CARRERA 70    1    200,Parque Juan Pablo II,6.21279,-75.59347
Cancha de baloncesto Cubierta N 2 Unidad Deportiva de BelÃ©n AndrÃ©s Escobar Saldarriaga,CARRERA 66 B   30 A   49,Rosales,6.23287,-75.58732
Coliseo de Gimnasia Jorge Hugo Giraldo,CARRERA 70    48    193  100,Laureles,6.25362,-75.58777
Cancha de Squash N 4 Unidad Deportiva MarÃ­a Luisa Calle,CARRERA 70    01    180,Parque Juan Pablo II,6.21227,-75.59391
Cancha de baloncesto N 3 Unidad Deportiva de BelÃ©n AndrÃ©s Escobar Saldarriaga,CARRERA 66 B   30 A   49,Rosales,6.23287,-75.58732
Cancha de microfÃºtbol N 1 Trinidad N 2,CARRERA 65 D   25 A,Trinidad,6.2271,-75.58632
Cancha de Squash N 3 Unidad Deportiva MarÃ­a Luisa Calle,CARRERA 70    01    180,Parque Juan Pablo II,6.21227,-75.59391
Cancha de microfÃºtbol N 2 Trinidad N 2,CARRERA 65 D   25 A,Trinidad,6.2271,-75.58632
Cancha de Squash N 2 Unidad Deportiva MarÃ­a Luisa Calle,CARRERA 70    01    180,Parque Juan Pablo II,6.21227,-75.59391
Cancha de Squash N 1 Unidad Deportiva MarÃ­a Luisa Calle,CARRERA 70    01    180,Parque Juan Pablo II,6.21227,-75.59391
Cancha de minibaloncesto Respin,CALLE 8   SUR 50 E,Guayabal,6.20322,-75.60104
Cancha de baloncesto La Palma - Altavista Parte Baja,CARRERA 83    21    36,Altavista Central (Altavista),6.2363,-75.606
Cancha de minibaloncesto Planeco,CALLE 13 A  SUR 52 A,La Colina,6.19544,-75.59156
Cancha de baloncesto Los Alpes,CALLE 30    84    23,Los Alpes,6.23119,-75.60746
Cancha de fÃºtbol 7 en arenilla Las Brisas Los Alpes,CALLE 27    83    94,Los Alpes,6.22862,-75.60596
Fuentes interactivas UVA El ParaÃ­so,CARRERA 75 # 48 SUR-86,San Antonio de Prado,6.25801,-75.59191
Cancha de fÃºtbol en arenilla Buenavista,CALLE 18 A   87    15,Altavista,6.22257,-75.60882
Cancha polideportiva Urquita N 2,CARRERA 197 #212-53,San SebastiÃ¡n de Palmitas,6.36938,-75.70149
Gimnasio al aire libre AragÃ³n,CARRERA 55 D   53 S,San Antonio,6.17593,-75.63822
Cancha de fÃºtbol en arenilla La Nubia,CALLE 15 B   82 A   05,La Gloria,6.22163,-75.60419
Gimnasio al aire libre Barichara N 1 y N 2,CALLE 50 E A SUR 70,San Antonio,6.17639,-75.65011
Cancha polideportiva Urquita,CARRERA 199 # 204-75 VEREDA URQUITA,San SebastiÃ¡n de Palmitas,6.23608,-75.59533
Piscina semiolÃ­mpica Unidad Deportiva San CristÃ³bal JosÃ© Lucrecio Barrera Cano,CARRERA 130B  #64-60,San CristÃ³bal,6.28042,-75.63582
Gimnasio al aire libre Barichara N 4,CALLE 55 C  SUR 69    07,San Antonio,6.17388,-75.64875
Plataforma de Esgrima Coliseo de Combate Guillermo Gaviria Correa,CARRERA 70    48    193,Laureles,6.25362,-75.58777
Gimnasio al aire libre CampiÃ±as de San Antonio de Prado,CARRERA 65   SUR 42 D   26,San Antonio,6.24748,-75.58341
Piscina UVA Ciudadela Nuevo Occidente,CARRERA 103    64 B C  120,Pajarito,6.28182,-75.61263
Zona Central Coliseo de Combate Guillermo Gaviria Correa,CARRERA 70    48    193  119,Laureles,6.25362,-75.58777
Gimnasio al aire libre Compartir,CL 42D SUR CR 64B,San Antonio de Prado,6.18193,-75.64284
Ludoteka Altavista,CARRERA 106 B   17 A   31,Altavista,6.22318,-75.63023
Gimnasio al aire libre El Vergel La Palomera,CL 45 SUR 72 38,San Antonio de Prado,6.16275,-75.59206
SalÃ³n de Taekwondo Coliseo de Combate Guillermo Gaviria Correa,CARRERA 70    48    193,Laureles,6.25362,-75.58777
Street workout Desarrollo Deportivo Integral Loma de Los Bernal,CARRERA 84 B   04 A   90,El RincÃ³n,6.2179,-75.60754
Gimnasio al aire libre Flores y Colores,CR 60E SUR 40B 90,San Antonio de Prado,6.18369,-75.64197
Cancha polideportiva cubierta Palmitas Parque Central,CALLE  140 #193-619,San SebastiÃ¡n de Palmitas,6.37219,-75.70211
Gimnasio al aire libre Altavista La Esperanza,CALLE 16    99    187,Altavista,6.22111,-75.58736
Gimnasio al aire libre Horizontes,CL 40 SUR CR 75B 81,San Antonio de Prado,6.18581,-75.65302
Campo de juego de tiro con arco Unidad Deportiva de BelÃ©n AndrÃ©s Escobar Saldarriaga,CARRERA 66 B   30 A   49,Rosales,6.23287,-75.58732
Gimnasio al aire libre La Pradera,CR 54E 47A SUR 18,San Antonio de Prado,6.17865,-75.63703
Gimnasio al aire libre El CorazÃ³n,CALLE 34 C   118    285,Belencito,6.24946,-75.63162
Gimnasio al aire libre Limonar N 1,CR 61D 57SUR 7,San Antonio de Prado,6.27819,-75.63091
Cancha de vÃ³ley playa En Arenilla Unidad Deportiva de BelÃ©n AndrÃ©s Escobar Saldarriaga,CARRERA 66 B   30 A   49,Rosales,6.23287,-75.58732
SalÃ³n de Judo Coliseo de Combate Guillermo Gaviria Correa,CARRERA 70    48    193,Laureles,6.25362,-75.58777
Coliseo UVA Ciudadela Nuevo Occidente,CARRERA 103    64 B C  120,Pajarito,6.28182,-75.61263
Cancha de tejo N 2 Limonar N 1,CR 61D 57SUR 7,San Antonio de Prado,6.27819,-75.63091
Cancha de tenis de campo N 1 en concreto Unidad Deportiva de BelÃ©n AndrÃ©s Escobar Saldarriaga,CARRERA 66 B   30 A   49,Rosales,6.23287,-75.58732
Cancha de tejo N 1 Limonar N 1,CR 61D 57SUR 7,San Antonio de Prado,6.27819,-75.63091
Cancha de tenis de campo N 2 en concreto Unidad Deportiva de BelÃ©n AndrÃ©s Escobar Saldarriaga,CARRERA 66 B   30 A   49,Rosales,6.23287,-75.58732
Cancha de tenis de campo N 3 en concreto Unidad Deportiva de BelÃ©n AndrÃ©s Escobar Saldarriaga,CARRERA 66 B   30 A   49,Rosales,6.23287,-75.58732
Cancha de microfÃºtbol en grama sintÃ©tica UVA El ParaÃ­so,CARRERA 75 # 48 SUR-86,San Antonio de Prado,6.25801,-75.59191
Cancha polideportiva La Huerta,CALLE 66 B   97    02,Pajarito,6.2831,-75.59936
Cancha de tenis de campo N 4 en concreto Unidad Deportiva de BelÃ©n AndrÃ©s Escobar Saldarriaga,CARRERA 66 B   30 A   49,Rosales,6.23287,-75.58732
Cancha de fÃºtbol en grama sintÃ©tica Limonar N 2,CL 54 SUR 59D 68,San Antonio de Prado,6.17452,-75.65072
Cancha de tejo Buenavista,CALLE 18 A   88    15,Altavista,6.22405,-75.60258
Cancha de fÃºtbol en arenilla La Palma - Altavista Parte Baja,CARRERA 83    21    36,Altavista Central (Altavista),6.2363,-75.606
Cancha de fÃºtbol en arenilla Las Playas,CALLE 10    72    60,Las Playas,6.2122,-75.57395
Cancha de fÃºtbol en arenilla Los Alpes,CARRERA 84    29 A   12,Los Alpes,6.23055,-75.60719
Cancha de fÃºtbol en arenilla Nueva Villa de Aburra,CALLE 32 E   81 A   82,Nueva Villa de AburrÃ¡,6.2372,-75.6047
Cancha de fÃºtbol en arenilla San Bernardo,CALLE 16    74    61,Las Playas,6.22222,-75.59646
Cancha de minifÃºtbol Cubierta Las Playas,CALLE 10    72    60,Las Playas,6.2122,-75.57395
Cancha polideportiva La Cumbre,CARRERA 143 # 68-,TravecÃ­as (San Cristobal),6.28859,-75.6408
Cancha de minibaloncesto Unidad Deportiva de BelÃ©n AndrÃ©s Escobar Saldarriaga,CARRERA 66 B   30 A   49,Rosales,6.23287,-75.58732
Cancha polideportiva La IlusiÃ³n,ANTIGUA VIA AL MAR VEREDA LA ILUSION.,San JosÃ© de la MontaÃ±a (San Cristobal),6.29494,-75.63005
Cancha polideportiva San Pablo,CALLE 51A NO. 1B-62,Media Luna (Santa Elena),6.23023,-75.52387
Cancha de fÃºtbol en grama sintÃ©tica N 2 Unidad Deportiva de BelÃ©n AndrÃ©s Escobar Saldarriaga,CARRERA 66 B   30 A   49,Rosales,6.23287,-75.58732
Cancha de microfÃºtbol Cerro Nutibara,CALLE 30 A   55,Cerro Nutibara,6.23321,-75.57968
Cancha polideportiva cubierta La Loma - El Mandarino,CARRERA 120F # 55-40  0115,San CristÃ³bal,6.27262,-75.62574
Cancha de fÃºtbol en grama sintÃ©tica Horizontes,CL 40 SUR 75B 81,San Antonio de Prado,6.1857,-75.65457
Cancha de microfÃºtbol La Palma - Altavista Parte Baja,CARRERA 83    21    36,Altavista Central (Altavista),6.2363,-75.606
Cancha polideportiva Lusitania,CARRERA 109 A   64    02,Pajarito,6.25108,-75.62157
Cancha de fÃºtbol en arenilla Limonar N 1,CL 58 SUR 64 50,San Antonio de Prado,6.17299,-75.64264
Cancha de microfÃºtbol Unidad Deportiva de BelÃ©n AndrÃ©s Escobar Saldarriaga,CARRERA 66 B   30 A   49,Rosales,6.23287,-75.58732
Cancha de baloncesto AragÃ³n,CR 55D 53S,San Antonio de Prado,6.17593,-75.63822
Cancha polideportiva Pajarito,CARRERA 118    98 D   54,Pajarito,6.28847,-75.60925
Cancha de fÃºtbol en grama sintÃ©tica N 3 Unidad Deportiva de BelÃ©n AndrÃ©s Escobar Saldarriaga,CARRERA 66 B   30 A   49,Rosales,6.23287,-75.58732
Cancha de microfÃºtbol en grama sintÃ©tica Las Mercedes,CALLE 32    84    33,Las Mercedes,6.23419,-75.60786
Cancha polideportiva Villa Loma,CR 69A 41B SUR 20,San Antonio de Prado,6.28721,-75.57467
Cancha polideportiva Palenque TravesÃ­as,CALLE 68 # 88A,TravecÃ­as (San Cristobal),6.27885,-75.59635
Cancha de fÃºtbol en grama sintÃ©tica N 4 Unidad Deportiva de BelÃ©n AndrÃ©s Escobar Saldarriaga,CARRERA 66 B   30 A   49,Rosales,6.23287,-75.58732
